0.419433,0.228000,0.419328,-0.482000,0.000313,0.000313,0.012500,0.012500,0.250000,0.250000,5.000000,5.000000,0.050000,0.050000,0.000000,0.000000,-0.008477
0.420917,0.227999,0.420344,-0.482001,0.001797,0.001328,0.029681,0.020319,0.343611,0.156389,1.872226,-1.872226,0.050000,0.050000,0.050000,0.050000,-0.046248
0.424256,0.227994,0.422630,-0.482004,0.005136,0.003614,0.066782,0.045718,0.742032,0.507967,7.968422,7.031574,0.050000,0.050000,0.100000,0.100000,-0.131241
0.430192,0.227973,0.426694,-0.482019,0.011072,0.007678,0.118727,0.081273,1.038890,0.711109,5.937159,4.062826,0.050000,0.050000,0.150000,0.150000,-0.282363
0.439097,0.227911,0.432789,-0.482061,0.019977,0.013773,0.178096,0.121904,1.187378,0.812620,2.969744,2.030219,0.050000,0.050000,0.200000,0.200000,-0.509090
0.450970,0.227774,0.440915,-0.482154,0.031850,0.021900,0.237468,0.162532,1.187443,0.812552,0.001300,-0.001351,0.050000,0.050000,0.250000,0.250000,-0.811451
0.465809,0.227515,0.451071,-0.482332,0.046692,0.032058,0.296838,0.203161,1.187415,0.812576,-0.000544,0.000473,0.050000,0.050000,0.300000,0.300000,-1.189433
0.483614,0.227075,0.463257,-0.482633,0.064502,0.044248,0.356198,0.243800,1.187197,0.812790,-0.004369,0.004282,0.050000,0.050000,0.350000,0.350000,-1.642952
0.504379,0.226383,0.477473,-0.483107,0.085279,0.058471,0.415531,0.284466,1.186662,0.813320,-0.010704,0.010601,0.050000,0.050000,0.400000,0.400000,-2.171791
0.528097,0.225359,0.493717,-0.483808,0.109019,0.074730,0.474814,0.325182,1.185658,0.814318,-0.020083,0.019964,0.050000,0.050000,0.450000,0.450000,-2.775547
0.554759,0.223908,0.511989,-0.484803,0.135720,0.093029,0.534015,0.365980,1.184006,0.815963,-0.033031,0.032898,0.050000,0.050000,0.500000,0.500000,-3.453556
0.584347,0.221928,0.532288,-0.486161,0.165374,0.113374,0.593090,0.406903,1.181504,0.818458,-0.050045,0.049900,0.050000,0.050000,0.550000,0.550000,-4.204808
0.616841,0.219304,0.554616,-0.487964,0.197974,0.135775,0.651986,0.448004,1.177926,0.822028,-0.071557,0.071404,0.050000,0.050000,0.600000,0.600000,-5.027864
0.652210,0.215914,0.578972,-0.490299,0.233506,0.160242,0.710638,0.489350,1.173031,0.826915,-0.097898,0.097743,0.050000,0.050000,0.650000,0.650000,-5.920748
0.690419,0.211627,0.605357,-0.493259,0.271954,0.186793,0.768966,0.531019,1.166569,0.833370,-0.129244,0.129091,0.050000,0.050000,0.700000,0.700000,-6.880857
0.731419,0.206307,0.633774,-0.496947,0.313298,0.215448,0.826881,0.573101,1.158291,0.841641,-0.165557,0.165415,0.050000,0.050000,0.750000,0.750000,-7.904850
0.775153,0.199811,0.664225,-0.501470,0.357512,0.246233,0.884279,0.615699,1.147964,0.851961,-0.206534,0.206412,0.050000,0.050000,0.800000,0.800000,-8.988564
0.821553,0.191998,0.696714,-0.506941,0.404564,0.279179,0.941048,0.658926,1.135386,0.864534,-0.251555,0.251463,0.050000,0.050000,0.850000,0.850000,-10.126923
0.870536,0.182722,0.731245,-0.513480,0.454418,0.314324,0.997068,0.702901,1.120404,0.879515,-0.299653,0.299603,0.050000,0.050000,0.900000,0.900000,-11.313883
0.922010,0.171847,0.767825,-0.521210,0.507029,0.351712,1.052215,0.747751,1.102928,0.896990,-0.349516,0.349516,0.050000,0.050000,0.950000,0.950000,-12.542392
0.975872,0.159237,0.806460,-0.530255,0.562347,0.391392,1.106362,0.793599,1.082952,0.916970,-0.399522,0.399584,0.050000,0.050000,1.000000,1.000000,-13.804390
1.032007,0.144771,0.847159,-0.540744,0.620316,0.433420,1.159390,0.840568,1.060560,0.939368,-0.447837,0.447966,0.050000,0.050000,1.050000,1.050000,-15.090839
1.090294,0.128338,0.889929,-0.552804,0.680875,0.477859,1.211187,0.888768,1.035933,0.964005,-0.492538,0.492739,0.050000,0.050000,1.100000,1.100000,-16.391800
1.150605,0.109843,0.934782,-0.566560,0.743958,0.524774,1.261654,0.938298,1.009343,0.990608,-0.531798,0.532069,0.050000,0.050000,1.150000,1.150000,-17.696541
1.212808,0.089211,0.981729,-0.582133,0.809494,0.574236,1.310711,0.989240,0.981140,1.018829,-0.564071,0.564407,0.050000,0.050000,1.200000,1.200000,-18.993679
1.276772,0.066386,1.030781,-0.599638,0.877409,0.626318,1.358297,1.041653,0.951726,1.048262,-0.588280,0.588670,0.050000,0.050000,1.250000,1.250000,-20.271339
1.342371,0.041335,1.081955,-0.619183,0.947627,0.681097,1.404374,1.095577,0.921527,1.078482,-0.603972,0.604400,0.050000,0.050000,1.300000,1.300000,-21.517332
1.409482,0.014049,1.135268,-0.640860,1.020073,0.738649,1.448922,1.151031,0.890957,1.109075,-0.611399,0.611848,0.050000,0.050000,1.350000,1.350000,-22.719318
1.477995,-0.015457,1.190742,-0.664753,1.094670,0.799049,1.491941,1.208014,0.860380,1.139674,-0.611542,0.611988,0.050000,0.050000,1.400000,1.400000,-23.864955
1.547813,-0.047146,1.248405,-0.690928,1.171343,0.862375,1.533445,1.266514,0.830078,1.169997,-0.606040,0.606461,0.050000,0.050000,1.450000,1.450000,-24.942012
1.618548,-0.080805,1.308035,-0.719305,1.249678,0.928413,1.566706,1.320758,0.665228,1.084875,-3.297004,-1.702443,0.050000,0.050000,1.500000,1.500000,-25.934403
1.689554,-0.116036,1.369156,-0.749633,1.328944,0.996645,1.585328,1.364642,0.372451,0.877677,-5.855541,-4.143950,0.050000,0.050000,1.550000,1.550000,-26.824864
1.760243,-0.152401,1.431296,-0.781601,1.408438,1.066525,1.589870,1.397607,0.090835,0.659302,-5.632316,-4.367498,0.050000,0.050000,1.600000,1.600000,-27.600635
1.830075,-0.189433,1.493981,-0.814845,1.487482,1.137480,1.580883,1.419101,-0.179740,0.429872,-5.411501,-4.588609,0.050000,0.050000,1.650000,1.650000,-28.253418
1.898842,-0.226812,1.557002,-0.849103,1.565751,1.209211,1.565388,1.434602,-0.309912,0.310025,-2.603444,-2.396945,0.050000,0.050000,1.700000,1.700000,-28.781129
1.966632,-0.264378,1.620413,-0.884243,1.643254,1.281707,1.550057,1.449937,-0.306618,0.306706,0.065885,-0.066378,0.050000,0.050000,1.750000,1.750000,-29.185104
2.033534,-0.301977,1.684275,-0.920134,1.719997,1.354964,1.534865,1.465132,-0.303835,0.303899,0.055656,-0.056132,0.050000,0.050000,1.800000,1.800000,-29.466470
2.099635,-0.339460,1.748655,-0.956642,1.795986,1.428975,1.519777,1.480222,-0.301768,0.301808,0.041353,-0.041815,0.050000,0.050000,1.850000,1.850000,-29.626068
2.165017,-0.376686,1.813625,-0.993633,1.871224,1.503738,1.504749,1.495251,-0.300552,0.300570,0.024318,-0.024770,0.050000,0.050000,1.900000,1.900000,-29.664391
2.229762,-0.413516,1.879262,-1.030970,1.945711,1.579251,1.489736,1.510264,-0.300263,0.300259,0.005772,-0.006220,0.050000,0.050000,1.950000,1.950000,-29.581562
2.293713,-0.449683,1.945406,-1.068377,2.019180,1.655240,1.469398,1.519780,-0.406761,0.190316,-2.129959,-2.198865,0.050000,0.050000,2.000000,2.000000,-29.378275
2.356453,-0.484788,2.011607,-1.105418,2.091073,1.731099,1.437856,1.517177,-0.630827,-0.052056,-4.481327,-4.847443,0.050000,0.050000,2.050000,2.050000,-29.058223
2.417532,-0.518441,2.077347,-1.141638,2.160810,1.806156,1.394734,1.501154,-0.862438,-0.320459,-4.632223,-5.368042,0.050000,0.050000,2.100000,2.100000,-28.628829
2.476504,-0.550293,2.142072,-1.176596,2.227835,1.879719,1.340494,1.471249,-1.084802,-0.598100,-4.447265,-5.552824,0.050000,0.050000,2.150000,2.150000,-28.101244
2.533145,-0.580161,2.205440,-1.210010,2.291868,1.951356,1.280675,1.432745,-1.196391,-0.770089,-2.231788,-3.439779,0.050000,0.050000,2.200000,2.200000,-27.487652
2.587483,-0.608029,2.267374,-1.241772,2.352935,2.020960,1.221332,1.392084,-1.186855,-0.813201,0.190730,-0.862245,0.050000,0.050000,2.250000,2.250000,-26.798677
2.639566,-0.633917,2.327827,-1.271819,2.411098,2.088468,1.163251,1.350163,-1.161615,-0.838433,0.504786,-0.504634,0.050000,0.050000,2.300000,2.300000,-26.044499
2.689436,-0.657862,2.386739,-1.300103,2.466419,2.153818,1.106418,1.306994,-1.136664,-0.863374,0.499025,-0.498833,0.050000,0.050000,2.350000,2.350000,-25.235186
2.737126,-0.679913,2.444040,-1.326597,2.518960,2.216948,1.050819,1.262591,-1.111974,-0.888054,0.493809,-0.493591,0.050000,0.050000,2.400000,2.400000,-24.380696
2.782661,-0.700131,2.499653,-1.351289,2.568782,2.277796,0.996440,1.216970,-1.087583,-0.912433,0.487815,-0.487587,0.050000,0.050000,2.450000,2.450000,-23.490869
2.826062,-0.718589,2.553494,-1.374186,2.615945,2.336304,0.943261,1.170149,-1.063587,-0.936418,0.479917,-0.479690,0.050000,0.050000,2.500000,2.500000,-22.575386
2.867347,-0.735366,2.605475,-1.395307,2.660507,2.392411,0.891255,1.122155,-1.040125,-0.959869,0.469239,-0.469024,0.050000,0.050000,2.550000,2.550000,-21.643711
2.906528,-0.750547,2.655502,-1.414690,2.702527,2.446063,0.840386,1.073025,-1.017365,-0.982619,0.455197,-0.455004,0.050000,0.050000,2.600000,2.600000,-20.705025
2.943617,-0.764223,2.703485,-1.432382,2.742057,2.497203,0.790612,1.022800,-0.995489,-1.004487,0.437517,-0.437351,0.050000,0.050000,2.650000,2.650000,-19.768155
2.978625,-0.776488,2.749329,-1.448443,2.779151,2.545779,0.741878,0.971536,-0.974678,-1.025291,0.416227,-0.416094,0.050000,0.050000,2.700000,2.700000,-18.841496
3.011558,-0.787438,2.792947,-1.462944,2.813857,2.591744,0.694123,0.919292,-0.955097,-1.044868,0.391630,-0.391533,0.050000,0.050000,2.750000,2.750000,-17.932949
